Gene,PAVMax,PAVMean,PAVMin,PAVFreq
Zm00001d021876,1,0.88241935483871,0,0.112903225806
Zm00001d021877,1,0.981612903225806,0.86,0
Zm00001d021878,1,0.908709677419355,0.58,0
Zm00001d021879,1,0.941774193548387,0.58,0
Zm00001d021880,1,0.969193548387097,0.72,0
Zm00001d021881,1,0.850483870967742,0.54,0
Zm00001d021882,1,0.99,0.44,0.0161290322581
Zm00001d021883,1,0.989838709677419,0.79,0
Zm00001d021885,1,0.374032258064516,0,0.693548387097
Zm00001d021886,1,0.490322580645161,0,0.5
Zm00001d021887,1,0.997258064516129,0.85,0
Zm00001d021889,1,0.885806451612903,0,0.112903225806
Zm00001d021890,1,0.977741935483871,0.79,0
Zm00001d021891,1,0.994838709677419,0.92,0
Zm00001d021892,1,0.953064516129032,0.39,0.0161290322581
Zm00001d021893,1,0.988548387096774,0.78,0
Zm00001d021894,1,0.719032258064516,0,0.258064516129
Zm00001d021895,1,0.996290322580645,0.91,0
Zm00001d021896,1,0.973709677419355,0.6,0
Zm00001d021897,1,0.990806451612903,0.84,0
Zm00001d021898,1,0.998870967741936,0.93,0
Zm00001d021899,1,0.964354838709677,0.73,0
Zm00001d021900,1,0.978064516129032,0.76,0
Zm00001d021901,1,1,1,0
Zm00001d021902,1,0.96758064516129,0.66,0
Zm00001d021903,1,0.990645161290323,0.86,0
Zm00001d021904,1,0.988225806451613,0.75,0
Zm00001d021905,1,0.725161290322581,0,0.322580645161
Zm00001d021906,1,0.986935483870968,0.71,0
Zm00001d021907,1,0.679838709677419,0,0.370967741935
Zm00001d021908,1,0.98758064516129,0.68,0
Zm00001d021909,1,0.995806451612903,0.86,0
Zm00001d021910,0.79,0.420967741935484,0,0.629032258065
Zm00001d021911,1,0.617258064516129,0,0.370967741935
Zm00001d021912,1,0.994032258064516,0.84,0
Zm00001d021913,1,0.996290322580645,0.81,0
Zm00001d021914,1,0.758064516129032,0,0.290322580645
Zm00001d021915,1,0.976774193548387,0.83,0
Zm00001d021916,1,0.738548387096774,0,0.193548387097
Zm00001d021918,1,0.324193548387097,0,0.661290322581
Zm00001d021920,1,0.885322580645161,0.6,0
Zm00001d021922,0.44,0.134516129032258,0,1
Zm00001d021923,0.79,0.214032258064516,0,0.854838709677
Zm00001d021924,0.97,0.236612903225806,0,0.822580645161
Zm00001d021926,1,0.966290322580645,0.49,0.0161290322581
Zm00001d021927,1,0.906451612903226,0.16,0.0645161290323
Zm00001d021929,1,0.974677419354839,0.7,0
Zm00001d021930,1,0.937741935483871,0.52,0
Zm00001d021931,1,0.98258064516129,0.76,0
Zm00001d021932,1,0.930483870967742,0.64,0
Zm00001d021933,1,0.904354838709678,0.1,0.112903225806
Zm00001d021934,1,0.986129032258064,0.4,0.0161290322581
Zm00001d021935,1,1,1,0
Zm00001d021936,1,0.990483870967742,0.76,0
Zm00001d021938,1,1,1,0
Zm00001d021940,1,0.267741935483871,0,0.806451612903
Zm00001d021942,1,0.988064516129032,0.87,0
Zm00001d021943,1,0.964032258064516,0.77,0
Zm00001d021945,1,1,1,0
Zm00001d021946,1,0.938709677419355,0.32,0.0483870967742
Zm00001d021947,1,0.999677419354839,0.98,0
Zm00001d021948,1,0.988709677419355,0.83,0
Zm00001d021949,1,0.989032258064516,0.9,0
Zm00001d021950,1,0.999677419354839,0.99,0
Zm00001d021951,1,0.992419354838709,0.86,0
Zm00001d021952,1,0.995645161290322,0.93,0
Zm00001d021954,1,0.998387096774194,0.91,0
Zm00001d021955,1,0.976451612903226,0.53,0
Zm00001d021956,1,0.995,0.93,0
Zm00001d021957,1,0.986612903225806,0.78,0
Zm00001d021958,1,0.987096774193548,0.77,0
Zm00001d021959,1,0.970806451612903,0.64,0
Zm00001d021960,1,0.991451612903226,0.82,0
Zm00001d021961,1,0.965,0.55,0
Zm00001d021962,1,0.991129032258065,0.84,0
Zm00001d021963,1,0.509516129032258,0,0.483870967742
Zm00001d021964,1,0.510645161290323,0,0.58064516129
Zm00001d021965,1,0.981935483870968,0.78,0
Zm00001d021966,1,0.995161290322581,0.82,0
Zm00001d021967,1,0.95758064516129,0,0.0322580645161
Zm00001d021968,1,0.994677419354839,0.83,0
Zm00001d021970,1,0.939838709677419,0,0.0645161290323
Zm00001d021971,1,0.969677419354838,0.48,0.0161290322581
Zm00001d021972,1,0.999677419354839,0.98,0
Zm00001d021973,1,0.99258064516129,0.81,0
Zm00001d021974,1,0.991129032258065,0.72,0
Zm00001d021976,1,0.951612903225806,0.69,0
Zm00001d021977,1,0.970161290322581,0,0.0161290322581
Zm00001d021978,1,0.986612903225807,0.85,0
Zm00001d021979,1,0.961451612903226,0.71,0
Zm00001d021980,1,0.992096774193548,0.91,0
Zm00001d021981,1,0.789193548387097,0,0.193548387097
Zm00001d021982,1,0.758387096774194,0,0.193548387097
Zm00001d021984,1,0.665,0,0.338709677419
Zm00001d021985,1,0.986129032258064,0.79,0
Zm00001d021986,0.56,0.168870967741936,0,0.951612903226
Zm00001d021987,1,0.311935483870968,0,0.645161290323
Zm00001d021988,1,0.956451612903226,0.66,0
Zm00001d021990,0.98,0.210483870967742,0,0.854838709677
Zm00001d021991,0.83,0.392096774193548,0,0.661290322581
Zm00001d021992,0.79,0.189032258064516,0,0.903225806452
Zm00001d021993,1,0.603064516129032,0.05,0.322580645161
Zm00001d021994,0.97,0.463548387096774,0.09,0.58064516129
Zm00001d021995,1,0.996774193548387,0.85,0
Zm00001d021997,1,0.692258064516129,0,0.290322580645
Zm00001d021998,1,0.989193548387097,0.79,0
Zm00001d021999,1,0.991290322580645,0.88,0
Zm00001d022000,1,0.593225806451613,0,0.306451612903
Zm00001d022001,1,0.820645161290323,0.13,0.145161290323
Zm00001d022002,1,0.948870967741935,0,0.0483870967742
Zm00001d022003,1,0.982258064516129,0.67,0
Zm00001d022005,1,0.88,0.38,0.0483870967742
Zm00001d022006,1,0.974677419354839,0.66,0
Zm00001d022009,1,0.983064516129032,0.77,0
Zm00001d022010,1,1,1,0
Zm00001d022016,1,0.998870967741936,0.96,0
Zm00001d022017,1,0.996612903225806,0.9,0
Zm00001d022020,1,0.437096774193548,0,0.516129032258
Zm00001d022021,1,0.848225806451613,0.03,0.129032258065
Zm00001d022022,1,0.759193548387097,0,0.129032258065
Zm00001d022023,1,0.918709677419355,0,0.0483870967742
Zm00001d022024,1,0.579193548387097,0,0.41935483871
Zm00001d022025,1,0.861612903225806,0,0.112903225806
Zm00001d022026,1,1,1,0
Zm00001d022027,1,0.990483870967742,0.79,0
Zm00001d022028,1,0.999516129032258,0.97,0
Zm00001d022031,1,0.793064516129032,0.27,0.177419354839
Zm00001d022032,1,0.975161290322581,0.48,0.0161290322581
Zm00001d022033,1,0.858870967741935,0,0.145161290323
Zm00001d022034,1,0.807096774193548,0,0.161290322581
Zm00001d022035,1,0.936774193548387,0,0.0645161290323
Zm00001d022036,1,0.758387096774194,0,0.258064516129
Zm00001d022037,1,0.992258064516129,0.78,0
Zm00001d022038,1,0.982096774193548,0.81,0
Zm00001d022040,1,0.949838709677419,0.76,0
Zm00001d022041,1,0.93241935483871,0.56,0
Zm00001d022042,1,0.986774193548387,0.68,0
Zm00001d022043,1,0.989354838709677,0.83,0
Zm00001d022044,1,0.98,0.07,0.0161290322581
Zm00001d022045,1,0.991129032258065,0.85,0
Zm00001d022046,1,0.992096774193548,0.82,0
Zm00001d022048,1,0.993870967741936,0.88,0
Zm00001d022049,1,0.999516129032258,0.98,0
Zm00001d022050,1,1,1,0
Zm00001d022051,1,0.510645161290323,0,0.403225806452
Zm00001d022052,1,0.993225806451613,0.88,0
Zm00001d022053,1,0.939193548387097,0.45,0.0161290322581
Zm00001d022054,1,0.502903225806452,0,0.548387096774
Zm00001d022055,1,0.41,0,0.629032258065
Zm00001d022057,1,0.858709677419355,0,0.0967741935484
Zm00001d022058,1,0.908064516129032,0.57,0
Zm00001d022059,1,0.784354838709678,0,0.161290322581
Zm00001d022060,1,0.869677419354839,0.2,0.0806451612903
Zm00001d022062,1,0.930483870967742,0.32,0.0161290322581
Zm00001d022063,1,1,1,0
Zm00001d022065,1,0.951935483870968,0.31,0.0161290322581
Zm00001d022066,1,0.998548387096774,0.94,0
Zm00001d022067,1,0.983064516129032,0.78,0
Zm00001d022069,1,0.972096774193548,0.81,0
Zm00001d022071,1,0.990322580645161,0.84,0
Zm00001d022072,1,0.966774193548387,0.68,0
Zm00001d022073,1,0.890806451612903,0.52,0
Zm00001d022074,1,0.499838709677419,0,0.516129032258
Zm00001d022075,1,0.985645161290322,0.82,0
Zm00001d022076,1,0.815645161290323,0,0.145161290323
Zm00001d022077,1,0.960483870967742,0,0.0322580645161
Zm00001d022078,1,0.963870967741936,0,0.0322580645161
Zm00001d022079,1,0.401935483870968,0,0.677419354839
Zm00001d022081,1,0.88758064516129,0.52,0
Zm00001d022082,1,0.990645161290323,0.81,0
Zm00001d022083,1,0.974193548387097,0.58,0
Zm00001d022084,1,0.949677419354839,0,0.0322580645161
Zm00001d022085,1,0.985806451612903,0.77,0
Zm00001d022088,1,0.997258064516129,0.86,0
Zm00001d022089,1,0.988064516129032,0.61,0
Zm00001d022090,1,0.971129032258065,0,0.0161290322581
Zm00001d022091,1,0.971451612903226,0.55,0
Zm00001d022092,1,1,1,0
Zm00001d022094,1,0.996451612903226,0.94,0
Zm00001d022096,1,0.985483870967742,0.77,0
Zm00001d022097,1,0.991290322580645,0.92,0
Zm00001d022098,1,0.756451612903226,0.02,0.241935483871
Zm00001d022099,1,0.999516129032258,0.97,0
Zm00001d022101,1,0.819677419354839,0.15,0.161290322581
Zm00001d022102,1,0.933870967741936,0.2,0.0645161290323
Zm00001d022103,1,0.967096774193548,0.81,0
Zm00001d022104,1,0.971290322580645,0.78,0
Zm00001d022106,1,0.996129032258064,0.91,0
Zm00001d022107,1,0.996451612903226,0.84,0
Zm00001d022108,1,0.964032258064516,0.82,0
Zm00001d022109,1,0.952741935483871,0.7,0
Zm00001d022110,1,0.976451612903226,0.7,0
Zm00001d022111,1,0.850322580645161,0.52,0
Zm00001d022112,1,0.992741935483871,0.83,0
Zm00001d022113,1,0.998064516129032,0.94,0
Zm00001d022114,1,0.996290322580645,0.95,0
Zm00001d022115,1,0.999032258064516,0.98,0
Zm00001d022116,1,0.989193548387097,0.87,0
Zm00001d022117,0.78,0.245,0,0.870967741935
Zm00001d022119,0.8,0.152741935483871,0,0.967741935484
Zm00001d022120,0.93,0.571935483870968,0.12,0.322580645161
Zm00001d022122,1,0.979677419354839,0.8,0
Zm00001d022124,1,0.987903225806452,0.64,0
Zm00001d022125,1,0.945806451612903,0.66,0
Zm00001d022126,1,0.949354838709678,0.48,0.0161290322581
Zm00001d022127,1,0.790967741935484,0,0.177419354839
Zm00001d022129,1,0.479032258064516,0,0.435483870968
Zm00001d022130,1,0.98741935483871,0.66,0
Zm00001d022131,1,0.976612903225806,0.63,0
Zm00001d022132,1,0.992096774193548,0.9,0
Zm00001d022133,1,0.894193548387097,0.32,0.0322580645161
Zm00001d022134,1,0.942258064516129,0.49,0.0161290322581
Zm00001d022135,1,0.587096774193548,0,0.483870967742
Zm00001d022139,1,0.900161290322581,0.42,0.0483870967742
Zm00001d022141,1,0.926774193548387,0.43,0.0483870967742
Zm00001d022142,1,0.994193548387097,0.94,0
Zm00001d022143,1,0.991612903225806,0.94,0
Zm00001d022144,1,0.992419354838709,0.88,0
Zm00001d022145,1,0.993225806451613,0.58,0
Zm00001d022146,1,0.983064516129032,0.11,0.0161290322581
Zm00001d022147,1,0.838709677419355,0,0.161290322581
Zm00001d022148,1,0.993709677419355,0.82,0
Zm00001d022149,1,0.900967741935484,0.53,0
Zm00001d022150,0.25,0.025322580645161,0,1
Zm00001d022151,1,0.975645161290323,0.83,0
Zm00001d022152,1,0.98741935483871,0.86,0
Zm00001d022153,1,0.989838709677419,0.91,0
Zm00001d022154,1,0.990645161290323,0.73,0
Zm00001d022155,1,0.964354838709678,0.65,0
Zm00001d022156,1,0.979354838709678,0.6,0
Zm00001d022159,1,0.999838709677419,0.99,0
Zm00001d022160,1,0.953548387096774,0.68,0
Zm00001d022161,1,0.99,0.91,0
Zm00001d022162,1,0.771129032258065,0,0.225806451613
Zm00001d022163,1,0.893709677419355,0.12,0.0483870967742
Zm00001d022164,1,0.94258064516129,0.38,0.0322580645161
Zm00001d022166,1,0.971451612903226,0.85,0
Zm00001d022167,1,0.989838709677419,0.8,0
Zm00001d022168,1,0.997258064516129,0.9,0
Zm00001d022169,1,1,1,0
Zm00001d022170,1,0.999677419354839,0.98,0
Zm00001d022171,1,1,1,0
Zm00001d022172,1,1,1,0
Zm00001d022174,1,0.990483870967742,0.52,0
Zm00001d022175,1,0.986774193548387,0.79,0
Zm00001d022176,1,0.990967741935484,0.92,0
Zm00001d022177,1,0.993870967741936,0.63,0
Zm00001d022179,1,0.998548387096774,0.96,0
Zm00001d022180,1,0.962258064516129,0.52,0
Zm00001d022181,1,0.994516129032258,0.85,0
Zm00001d022182,1,0.947096774193548,0.58,0
Zm00001d022184,1,0.986774193548387,0.81,0
Zm00001d022185,1,0.963225806451613,0.89,0
Zm00001d022187,1,0.768064516129032,0,0.225806451613
Zm00001d022188,1,0.890967741935484,0.29,0.0806451612903
Zm00001d022189,1,0.999677419354839,0.98,0
Zm00001d022190,1,0.967419354838709,0.68,0
Zm00001d022191,1,0.99741935483871,0.86,0
Zm00001d022192,1,0.856774193548387,0.34,0.0645161290323
Zm00001d022193,1,0.920806451612903,0.48,0.0161290322581
Zm00001d022194,1,0.976935483870968,0.77,0
Zm00001d022195,1,0.944838709677419,0.14,0.0161290322581
Zm00001d022196,1,0.956290322580645,0.42,0.0161290322581
Zm00001d022197,1,0.999838709677419,0.99,0
Zm00001d022198,1,1,1,0
Zm00001d022199,1,0.939193548387097,0.6,0
Zm00001d022200,1,0.985483870967742,0.83,0
Zm00001d022201,1,0.995806451612903,0.92,0
Zm00001d022202,1,0.993225806451613,0.92,0
Zm00001d022203,1,0.93258064516129,0.54,0
Zm00001d022204,1,0.905645161290322,0.32,0.0161290322581
Zm00001d022205,1,0.997258064516129,0.96,0
Zm00001d022206,1,0.987258064516129,0.79,0
Zm00001d022209,1,0.996774193548387,0.95,0
Zm00001d022210,1,0.980483870967742,0.5,0
Zm00001d022211,1,0.910322580645161,0.49,0.0161290322581
Zm00001d022212,1,0.993225806451613,0.82,0
Zm00001d022214,1,0.64758064516129,0,0.387096774194
Zm00001d022215,0.94,0.495483870967742,0,0.532258064516
Zm00001d022216,0.78,0.357096774193548,0,0.774193548387
Zm00001d022217,0.92,0.425161290322581,0,0.661290322581
Zm00001d022218,1,0.609032258064516,0,0.306451612903
Zm00001d022221,0.75,0.240161290322581,0,0.870967741935
Zm00001d022222,0.97,0.563548387096774,0,0.354838709677
Zm00001d022223,1,0.453225806451613,0,0.661290322581
Zm00001d022224,1,0.999354838709678,0.96,0
Zm00001d022225,1,0.978387096774193,0.77,0
Zm00001d022226,1,0.919838709677419,0.48,0.0161290322581
Zm00001d022227,1,0.945806451612903,0.27,0.0161290322581
Zm00001d022228,1,0.933064516129032,0.67,0
Zm00001d022229,1,0.971451612903226,0.34,0.0161290322581
Zm00001d022230,1,0.990806451612903,0.86,0
Zm00001d022231,1,0.996451612903226,0.78,0
Zm00001d022233,1,0.609193548387097,0,0.370967741935
Zm00001d022234,1,0.933548387096774,0.28,0.0322580645161
Zm00001d022236,1,0.999516129032258,0.97,0
Zm00001d022237,1,0.984193548387097,0.72,0
Zm00001d022238,1,0.992258064516129,0.89,0
Zm00001d022239,1,0.974354838709677,0.83,0
Zm00001d022240,1,0.996129032258065,0.92,0
Zm00001d022241,1,0.962741935483871,0.66,0
Zm00001d022242,1,0.999677419354839,0.98,0
Zm00001d022243,1,0.996935483870968,0.87,0
Zm00001d022244,1,0.956451612903226,0.9,0
Zm00001d022245,1,0.918548387096774,0.6,0
Zm00001d022246,1,0.996129032258065,0.92,0
Zm00001d022247,1,0.99,0.88,0
Zm00001d022248,1,0.992741935483871,0.64,0
Zm00001d022249,1,0.641612903225806,0,0.322580645161
Zm00001d022250,1,0.996774193548387,0.83,0
Zm00001d022251,1,0.99258064516129,0.65,0
Zm00001d022252,1,0.972741935483871,0.56,0
Zm00001d022253,1,0.992096774193548,0.88,0
Zm00001d022254,1,0.775322580645161,0.01,0.193548387097
Zm00001d022256,1,0.978709677419355,0.51,0
Zm00001d022257,1,0.945483870967742,0.63,0
Zm00001d022258,1,0.990967741935484,0.88,0
Zm00001d022259,1,0.957096774193548,0.58,0
Zm00001d022260,1,0.739193548387097,0,0.306451612903
Zm00001d022262,1,0.965,0.76,0
Zm00001d022263,1,0.98741935483871,0.8,0
Zm00001d022264,1,0.669032258064516,0,0.306451612903
Zm00001d022265,1,0.953709677419355,0.72,0
Zm00001d022266,1,0.993709677419355,0.81,0
Zm00001d022267,1,0.986451612903226,0.84,0
Zm00001d022268,1,0.613548387096774,0,0.387096774194
Zm00001d022269,1,0.970806451612903,0.52,0
Zm00001d022270,1,0.936774193548387,0.16,0.0161290322581
Zm00001d022271,1,0.931451612903226,0.2,0.0322580645161
Zm00001d022272,1,0.952096774193548,0.69,0
Zm00001d022273,1,0.999838709677419,0.99,0
Zm00001d022274,1,0.954838709677419,0.69,0
Zm00001d022275,1,0.960645161290323,0.51,0
Zm00001d022276,1,0.999354838709678,0.98,0
Zm00001d022277,1,0.978548387096774,0.68,0
Zm00001d022278,1,0.905,0.25,0.0645161290323
Zm00001d022279,1,0.77258064516129,0.06,0.0967741935484
Zm00001d022280,1,0.803870967741935,0.05,0.0967741935484
Zm00001d022281,1,0.793225806451613,0,0.112903225806
Zm00001d022282,1,0.350483870967742,0,0.774193548387
Zm00001d022283,1,0.667258064516129,0,0.274193548387
Zm00001d022284,1,0.599838709677419,0.12,0.387096774194
Zm00001d022286,1,0.998870967741936,0.98,0
Zm00001d022289,1,0.963709677419355,0.74,0
Zm00001d022290,1,0.89741935483871,0.16,0.0645161290323
Zm00001d022291,1,0.785645161290323,0,0.161290322581
Zm00001d022294,1,0.680322580645161,0,0.322580645161
Zm00001d022295,1,0.978064516129032,0.69,0
Zm00001d022296,1,0.998225806451613,0.91,0
Zm00001d022297,1,0.819032258064516,0,0.161290322581
Zm00001d022300,1,0.960645161290322,0.44,0.0322580645161
Zm00001d022301,1,0.948548387096774,0.33,0.0161290322581
Zm00001d022302,1,0.987741935483871,0.6,0
Zm00001d022303,1,0.944032258064516,0.49,0.0161290322581
Zm00001d022305,1,0.96258064516129,0.68,0
Zm00001d022306,1,0.896290322580645,0.05,0.0806451612903
Zm00001d022307,1,0.986774193548387,0.52,0
Zm00001d022308,1,0.951290322580645,0,0.0483870967742
Zm00001d022309,1,0.909838709677419,0.49,0.0161290322581
Zm00001d022310,1,0.915,0.09,0.0967741935484
Zm00001d022311,1,0.987741935483871,0.53,0
Zm00001d022312,1,0.839677419354839,0.05,0.161290322581
Zm00001d022313,1,0.995806451612903,0.92,0
Zm00001d022314,1,0.825161290322581,0.03,0.177419354839
Zm00001d022315,1,0.908225806451613,0.48,0.0161290322581
Zm00001d022316,1,0.861935483870968,0.34,0.0161290322581
Zm00001d022317,1,0.971612903225806,0.22,0.0161290322581
Zm00001d022318,1,0.541129032258065,0,0.564516129032
Zm00001d022319,1,0.439516129032258,0,0.564516129032
Zm00001d022320,1,0.826612903225806,0,0.193548387097
Zm00001d022321,1,0.738548387096774,0.01,0.161290322581
Zm00001d022322,1,0.99016129032258,0.8,0
Zm00001d022323,1,0.976129032258065,0.67,0
Zm00001d022324,1,0.998064516129032,0.93,0
Zm00001d022326,1,0.926774193548387,0.47,0.0161290322581
Zm00001d022327,1,0.997096774193548,0.88,0
Zm00001d022329,1,0.478870967741935,0,0.564516129032
Zm00001d022330,1,0.998064516129032,0.88,0
Zm00001d022331,1,0.409516129032258,0,0.596774193548
Zm00001d022332,1,0.961451612903226,0.56,0
Zm00001d022333,1,0.98258064516129,0.46,0.0161290322581
Zm00001d022334,1,0.964838709677419,0.61,0
Zm00001d022335,1,0.99741935483871,0.96,0
Zm00001d022337,1,0.998225806451613,0.95,0
Zm00001d022338,1,1,1,0
Zm00001d022339,1,0.941129032258064,0,0.0161290322581
Zm00001d022340,1,0.633225806451613,0,0.403225806452
Zm00001d022341,1,0.996129032258065,0.89,0
Zm00001d022342,1,0.945161290322581,0.49,0.0161290322581
Zm00001d022343,0.93,0.586774193548387,0.28,0.193548387097
Zm00001d022344,0.69,0.34258064516129,0.01,0.854838709677
Zm00001d022346,0.63,0.323548387096774,0.13,0.903225806452
Zm00001d022347,1,0.831774193548387,0.47,0.0161290322581
Zm00001d022349,1,0.98741935483871,0.76,0
Zm00001d022350,1,0.883387096774193,0.5,0
Zm00001d022351,1,0.951612903225806,0.68,0
Zm00001d022352,1,1,1,0
Zm00001d022353,1,0.987903225806452,0.78,0
Zm00001d022354,1,0.973548387096774,0.24,0.0161290322581
Zm00001d022355,1,0.969032258064516,0.68,0
Zm00001d022356,0.64,0.374516129032258,0,0.677419354839
Zm00001d022357,0.64,0.167096774193548,0,0.935483870968
Zm00001d022360,0.69,0.419516129032258,0,0.58064516129
Zm00001d022361,0.56,0.139354838709677,0,0.951612903226
Zm00001d022364,1,0.999838709677419,0.99,0
Zm00001d022366,1,0.999354838709678,0.97,0
Zm00001d022367,1,0.993548387096774,0.91,0
Zm00001d022368,1,0.986129032258064,0.51,0
Zm00001d022369,1,0.984032258064516,0.88,0
Zm00001d022371,1,0.981612903225806,0.63,0
Zm00001d022372,1,0.886129032258065,0,0.0806451612903
Zm00001d022373,1,0.980967741935484,0.74,0
Zm00001d022374,1,0.978709677419355,0.78,0
Zm00001d022376,1,0.955483870967742,0,0.0161290322581
Zm00001d022378,1,0.995,0.94,0
Zm00001d022379,1,0.779354838709677,0,0.209677419355
Zm00001d022380,1,0.99741935483871,0.96,0
Zm00001d022381,1,0.996774193548387,0.91,0
Zm00001d022382,1,0.299838709677419,0,0.822580645161
Zm00001d022383,0.58,0.128225806451613,0,0.983870967742
Zm00001d022384,1,0.950645161290323,0.64,0
Zm00001d022385,1,0.985322580645161,0.73,0
Zm00001d022386,1,0.98241935483871,0.86,0
Zm00001d022387,1,0.995967741935484,0.94,0
Zm00001d022388,1,0.995322580645161,0.95,0
Zm00001d022390,1,0.986774193548387,0.57,0
Zm00001d022391,1,0.99016129032258,0.84,0
Zm00001d022392,1,0.676774193548387,0,0.290322580645
Zm00001d022393,1,0.968548387096774,0.57,0
Zm00001d022394,1,0.98758064516129,0.89,0
Zm00001d022395,1,0.960161290322581,0.65,0
Zm00001d022396,1,0.995645161290323,0.93,0
Zm00001d022397,0.95,0.466290322580645,0,0.516129032258
Zm00001d022399,1,0.791290322580645,0.25,0.145161290323
Zm00001d022400,1,0.979677419354839,0.75,0
Zm00001d022401,1,0.980645161290322,0.55,0
Zm00001d022403,1,0.990322580645161,0.68,0
Zm00001d022404,1,0.683548387096774,0.14,0.193548387097
Zm00001d022405,1,0.998548387096774,0.98,0
Zm00001d022406,1,0.996451612903226,0.89,0
Zm00001d022407,1,0.982741935483871,0.72,0
Zm00001d022414,1,0.998709677419355,0.92,0
Zm00001d022415,1,0.988709677419355,0.87,0
Zm00001d022416,1,0.998387096774194,0.9,0
Zm00001d022417,1,0.994677419354839,0.92,0
Zm00001d022418,0.62,0.314193548387097,0.03,0.887096774194
Zm00001d022419,0.95,0.429516129032258,0,0.564516129032
Zm00001d022420,1,0.803548387096774,0.26,0.0967741935484
Zm00001d022421,1,0.991935483870967,0.78,0
Zm00001d022422,0.99,0.167258064516129,0,0.903225806452
Zm00001d022423,1,0.995645161290323,0.74,0
Zm00001d022424,1,0.998387096774194,0.97,0
Zm00001d022425,1,0.988709677419355,0.86,0
Zm00001d022427,1,0.979193548387097,0.73,0
Zm00001d022428,1,0.960322580645161,0.6,0
Zm00001d022429,1,0.998064516129032,0.94,0
Zm00001d022430,1,0.994516129032258,0.8,0
Zm00001d022431,1,0.916774193548387,0.09,0.0645161290323
Zm00001d022432,1,0.993064516129032,0.85,0
Zm00001d022433,1,0.99,0.82,0
Zm00001d022434,1,0.965645161290322,0.41,0.0161290322581
Zm00001d022435,1,0.972741935483871,0.68,0
Zm00001d022436,1,0.998548387096774,0.95,0
Zm00001d022437,1,0.962096774193548,0.71,0
Zm00001d022438,1,0.974677419354839,0.71,0
Zm00001d022439,1,0.979838709677419,0.8,0
Zm00001d022440,1,0.964193548387097,0.76,0
Zm00001d022441,1,0.322903225806452,0,0.677419354839
Zm00001d022442,1,0.980967741935484,0.79,0
Zm00001d022443,1,0.992258064516129,0.85,0
Zm00001d022444,1,0.95741935483871,0.53,0
Zm00001d022445,1,0.941612903225806,0.56,0
Zm00001d022446,1,0.889516129032258,0.22,0.0806451612903
Zm00001d022447,1,0.865806451612903,0,0.145161290323
Zm00001d022448,1,0.942258064516129,0.43,0.0322580645161
Zm00001d022449,1,0.967096774193548,0.8,0
Zm00001d022450,1,0.994516129032258,0.88,0
Zm00001d022451,1,0.994032258064516,0.79,0
Zm00001d022453,1,0.986612903225806,0.75,0
Zm00001d022454,1,0.825,0,0.177419354839
Zm00001d022455,1,0.624354838709677,0,0.241935483871
Zm00001d022456,1,0.958225806451613,0.14,0.0161290322581
Zm00001d022457,1,0.987903225806452,0.76,0
Zm00001d022458,1,0.985645161290322,0.45,0.0161290322581
Zm00001d022459,1,0.940806451612903,0.38,0.0322580645161
Zm00001d022460,1,0.980967741935484,0.73,0
Zm00001d022461,1,0.982903225806452,0.74,0
Zm00001d022462,1,0.985322580645161,0.74,0
Zm00001d022463,1,0.988225806451613,0.63,0
Zm00001d022464,1,0.999838709677419,0.99,0
Zm00001d022465,1,0.993548387096774,0.76,0
Zm00001d022466,1,0.995322580645161,0.89,0
Zm00001d022467,1,0.996774193548387,0.94,0
Zm00001d022468,0.99,0.562741935483871,0,0.451612903226
Zm00001d022469,1,0.975806451612903,0.63,0
Zm00001d022470,1,0.451935483870968,0,0.564516129032
Zm00001d022471,1,0.443064516129032,0,0.548387096774
Zm00001d022472,1,0.956774193548387,0.33,0.0161290322581
Zm00001d022473,1,0.960645161290323,0.69,0
Zm00001d022474,1,0.872741935483871,0.23,0.0806451612903
Zm00001d022475,1,0.976451612903226,0.61,0
Zm00001d022476,1,0.955645161290323,0,0.0322580645161
Zm00001d022477,1,0.995161290322581,0.74,0
Zm00001d022478,1,1,1,0
Zm00001d022479,1,1,1,0
Zm00001d022480,1,0.993548387096774,0.89,0
Zm00001d022481,1,1,1,0
Zm00001d022483,1,0.979677419354839,0.21,0.0161290322581
Zm00001d022485,1,0.999677419354839,0.99,0
Zm00001d022486,1,0.928870967741935,0,0.0645161290323
Zm00001d022487,1,0.979354838709677,0.68,0
Zm00001d022488,1,0.989677419354839,0.72,0
Zm00001d022489,1,0.997903225806452,0.93,0
Zm00001d022490,1,0.988387096774193,0.8,0
Zm00001d022491,1,0.994838709677419,0.96,0
Zm00001d022492,1,0.926290322580645,0.49,0.0161290322581
Zm00001d022493,1,0.982258064516129,0.71,0
Zm00001d022494,1,0.996612903225806,0.87,0
Zm00001d022496,1,0.99758064516129,0.94,0
Zm00001d022498,1,0.95,0.56,0
Zm00001d022499,1,0.999193548387097,0.96,0
Zm00001d022500,1,0.994677419354839,0.68,0
Zm00001d022501,1,0.990967741935484,0.82,0
Zm00001d022502,1,0.997903225806452,0.97,0
Zm00001d022504,1,0.991774193548387,0.88,0
Zm00001d022505,1,0.974354838709677,0.69,0
Zm00001d022506,1,0.981451612903226,0.78,0
Zm00001d022509,1,0.904193548387097,0.17,0.0806451612903
Zm00001d022510,1,0.946774193548387,0.72,0
Zm00001d022512,1,0.956290322580645,0.68,0
Zm00001d022513,1,0.989516129032258,0.85,0
